,links,names,ratings,price for one,crusine
534,https://www.zomato.com/bangalore/flavours-curated-by-itc-gardenia-residency-road-bangalore/order,Flavours Curated By ITC Gardenia,4.1,₹200 for one,"North Indian, Continental, South Indian, Italian, Desserts"
535,https://www.zomato.com/bangalore/sumadura-darshan-rajajinagar-bangalore/order,Sumadura Darshan,3.9,₹200 for one,"South Indian, Chinese"
536,https://www.zomato.com/bangalore/cafe-max-indiranagar/order,Cafe Max,-,₹200 for one,"Cafe, German, Italian"
537,https://www.zomato.com/bangalore/shree-lakshmivenkatesh-hindhu-miltry-hotel-rajajinagar-bangalore/order,Shree Lakshmivenkatesh Hindhu Miltry Hotel,4.0,₹200 for one,South Indian
538,https://www.zomato.com/bangalore/ambur-biriyani-1-wilson-garden-bangalore/order,Ambur Biriyani,3.7,₹200 for one,"Biryani, North Indian"
539,https://www.zomato.com/bangalore/davanagere-benne-dose-manne-basavanagudi-bangalore/order,Davanagere Benne Dose Manne,New,₹200 for one,South Indian
540,https://www.zomato.com/bangalore/sundae-everyday-ice-creams-indiranagar-bangalore/order,Sundae Everyday Ice Creams,4.2,₹150 for one,"Desserts, Ice Cream"
541,https://www.zomato.com/bangalore/juice-therapy-domlur-bangalore/order,Juice Therapy ,New,₹150 for one,"Juices, Beverages, Desserts"
542,https://www.zomato.com/bangalore/cane-town-frazer-town-bangalore/order,Cane Town,4.2,₹150 for one,Juices
543,https://www.zomato.com/bangalore/häagen-dazs-church-street-bangalore/order,Häagen Dazs,New,₹150 for one,"Ice Cream, Cafe, Beverages, Desserts"
544,https://www.zomato.com/bangalore/biryani-and-pulao-collection-by-itc-hotels-sankey-road-bangalore/order,Biryani And Pulao Collection By ITC Hotels,3.7,₹150 for one,"Biryani, Hyderabadi"
545,https://www.zomato.com/bangalore/bakeatery-rajajinagar-bangalore/order,Bakeatery,3.6,₹150 for one,"Bakery, Desserts, Fast Food"
546,https://www.zomato.com/bangalore/romeo-lassi-shop-shivajinagar-bangalore/order,Romeo Lassi Shop,3.7,₹150 for one,"Beverages, Desserts, Fast Food, Juices, Ice Cream, Street Food, Sandwich, Burger"
547,https://www.zomato.com/bangalore/nuage-indiranagar-bangalore/order,Nuage,3.9,₹150 for one,"Cafe, Italian, Desserts, Bakery, Salad, Burger, Beverages"
548,https://www.zomato.com/bangalore/cookie-man-brigade-road/order,Cookie Man,3.7,₹150 for one,Desserts
549,https://www.zomato.com/bangalore/ambur-biryani-point-indiranagar-bangalore/order,Ambur Biryani Point,3.3,₹150 for one,"Biryani, Fast Food"
550,https://www.zomato.com/bangalore/lakshmi-saraswathi-sweets-wilson-garden-bangalore/order,Lakshmi Saraswathi Sweets,3.9,₹150 for one,"Mithai, Street Food"
551,https://www.zomato.com/bangalore/kerala-mess-indiranagar-bangalore/order,Kerala Mess,-,₹150 for one,"Chettinad, North Indian, Chinese"
552,https://www.zomato.com/bangalore/kiran-chaats-basavanagudi-bangalore/order,Kiran Chaats,-,₹50 for one,"Fast Food, Street Food, Beverages, Ice Cream"
553,https://www.zomato.com/bangalore/muradabadi-hotel-wilson-garden-bangalore/order,Muradabadi  Hotel,New,₹50 for one,"North Indian, Biryani"
554,https://www.zomato.com/bangalore/the-t-cafe-indiranagar-bangalore/order,The T Cafe,3.7,₹50 for one,"Street Food, Fast Food, Tea"
555,https://www.zomato.com/bangalore/new-taj-biriyani-domlur-bangalore/order,New Taj Biriyani,-,₹50 for one,"Mughlai, Biryani"
556,https://www.zomato.com/bangalore/andhra-home-biryani-airport-road-bangalore/order,Andhra Home Biryani,3.2,₹50 for one,Biryani
557,https://www.zomato.com/bangalore/lucknowee-thippasandra-bangalore/order,Lucknowee,3.7,₹50 for one,"Awadhi, Kebab, Lucknowi, Mughlai, Rolls, Biryani"
558,https://www.zomato.com/bangalore/saanvi-naati-adda-indiranagar-bangalore/order,Saanvi Naati Adda,-,₹50 for one,"South Indian, Biryani"
559,https://www.zomato.com/bangalore/brunchnbite-frazer-town-bangalore/order,BrunchNbite,3.9,₹50 for one,North Indian
560,https://www.zomato.com/bangalore/bb-cake-shop-brigade-road-bangalore/order,BB Cake Shop,3.5,₹50 for one,Bakery
561,https://www.zomato.com/bangalore/biryani-khazana-indiranagar-bangalore/order,Biryani Khazana,3.4,₹50 for one,Biryani
562,https://www.zomato.com/bangalore/responsible-biryani-indiranagar-bangalore/order,Responsible Biryani,3.5,₹50 for one,"Biryani, Kebab, Desserts"
563,https://www.zomato.com/bangalore/lush-renaissance-hotel-bengaluru-race-course-road-bangalore/order,"Lush - Renaissance Hotel, Bengaluru",3.2,₹50 for one,"North Indian, Continental"
564,https://www.zomato.com/bangalore/big-biriyani-company-rajajinagar-bangalore/order,Big Biriyani Company,3.5,₹150 for one,"North Indian, Biryani"
565,https://www.zomato.com/bangalore/c-sharp-kitchen-church-street/order,C Sharp Kitchen,3.1,₹150 for one,"North Indian, Chinese, Fast Food, Beverages, Desserts"
566,https://www.zomato.com/bangalore/punjabi-chulha-indiranagar-bangalore/order,Punjabi Chulha,3.8,₹150 for one,"North Indian, Chinese"
567,https://www.zomato.com/bangalore/sabra-famous-kati-rolls-shivajinagar-bangalore/order,Sabra Famous Kati Rolls,New,₹150 for one,"Fast Food, Rolls"
568,https://www.zomato.com/bangalore/itc-sunfeast-baked-creations-koramangala-7th-block-bangalore/order,ITC Sunfeast Baked Creations,New,₹150 for one,"Bakery, Desserts, Sandwich"
569,https://www.zomato.com/bangalore/brahmins-upahar-rajajinagar-bangalore/order,Brahmins' Upahar,New,₹150 for one,South Indian
570,https://www.zomato.com/bangalore/break-fast-express-indiranagar-bangalore/order,Break Fast Express,3.4,₹150 for one,"North Indian, Mughlai, Street Food"
571,https://www.zomato.com/bangalore/juice-world-wilson-garden-bangalore/order,Juice World,3.7,₹150 for one,"Juices, Beverages"
572,https://www.zomato.com/bangalore/chinese-bae-thippasandra-bangalore/order,Chinese BAE,3.4,₹150 for one,"Chinese, Seafood, Momos"
573,https://www.zomato.com/bangalore/beanimal-gourmet-koramangala-6th-block-bangalore/order,BeAnimal Gourmet,3.9,₹150 for one,"Bakery, Desserts"
574,https://www.zomato.com/bangalore/ice-cream-shop-1-shivajinagar-bangalore/order,Ice Cream Shop,3.9,₹150 for one,"Ice Cream, Beverages, Fast Food, Street Food"
575,https://www.zomato.com/bangalore/gandhinagar-donne-biriyani-1-majestic-bangalore/order,Gandhinagar Donne Biriyani,3.9,₹150 for one,Biryani
576,https://www.zomato.com/bangalore/araku-coffee-1-indiranagar-bangalore/order,ARAKU Coffee,-,₹400 for one,"Cafe, Coffee, Desserts"
577,https://www.zomato.com/bangalore/apsara-ice-creams-cunningham-road-bangalore/order,Apsara Ice Creams,-,₹400 for one,Ice Cream
578,https://www.zomato.com/bangalore/punjabwala-pure-veg-dhaba-city-market-bangalore/order,Punjabwala- Pure Veg Dhaba,3.4,₹400 for one,"North Indian, Fast Food"
579,https://www.zomato.com/bangalore/fresh-bowls-indiranagar-bangalore/order,Fresh Bowls ,-,₹400 for one,"North Indian, Chinese, Biryani, Beverages"
580,https://www.zomato.com/bangalore/grand-foodies-restaurant-vasanth-nagar-bangalore/order,Grand Foodies Restaurant,-,₹400 for one,"Biryani, Chinese, Kebab, Rolls"
581,https://www.zomato.com/bangalore/tripples-cake-and-desserts-frazer-town-bangalore/order,Tripple's Cake And Desserts,3.6,₹400 for one,"Bakery, Desserts, Beverages, Fast Food"
582,https://www.zomato.com/bangalore/foodzu-koramangala-8th-block-bangalore/order,Foodzu,3.9,₹400 for one,Juices
583,https://www.zomato.com/bangalore/b-café-shangri-la-hotel-vasanth-nagar-bangalore/order,B Café - Shangri-La Hotel,3.9,₹400 for one,"North Indian, Italian, Chinese, Japanese, Beverages, Bar Food"
584,https://www.zomato.com/bangalore/thancos-natural-ice-cream-basavanagudi/order,Thanco's Natural Ice Cream,3.4,₹400 for one,"Desserts, Ice Cream, Beverages"
585,https://www.zomato.com/bangalore/new-hilal-restaurant-shivajinagar/order,New Hilal Restaurant,4.2,₹400 for one,"North Indian, Chinese, Mughlai"
586,https://www.zomato.com/bangalore/udta-punjab-cafe-shanti-nagar-bangalore/order,Udta Punjab Cafe,3.7,₹400 for one,"North Indian, Chinese, Street Food, Beverages"
587,https://www.zomato.com/bangalore/northern-flavour-rajajinagar-bangalore/order,Northern Flavour,3.9,₹400 for one,North Indian
588,https://www.zomato.com/bangalore/malabar-magic-1-koramangala-7th-block-bangalore/order,Malabar Magic,3.5,₹100 for one,"Beverages, Fast Food, Street Food, Ice Cream, Desserts"
589,https://www.zomato.com/bangalore/salasar-balaji-restaurant-shanti-nagar-bangalore/order,Salasar Balaji Restaurant,4.0,₹100 for one,"North Indian, Rajasthani, Street Food, Beverages"
590,https://www.zomato.com/bangalore/canton-jayanagar/order,Canton,3.8,₹100 for one,"Chinese, Seafood, Biryani"
591,https://www.zomato.com/bangalore/shivanna-gulkan-stores-basavanagudi-bangalore/order,Shivanna Gulkan Stores,3.6,₹100 for one,"Street Food, Beverages"
592,https://www.zomato.com/bangalore/the-super-sandwich-indiranagar-bangalore/order,The Super Sandwich,New,₹100 for one,"Sandwich, Fast Food, Street Food"
593,https://www.zomato.com/bangalore/popat-ulsoor-bangalore/order,Popat,3.8,₹100 for one,"North Indian, Chinese, Fast Food, Beverages"
594,https://www.zomato.com/bangalore/shree-sagar-veg-fast-food-majestic-bangalore/order,Shree Sagar Veg Fast Food,3.2,₹100 for one,South Indian
595,https://www.zomato.com/bangalore/kozhikodans-koramangala-2nd-block-bangalore/order,Kozhikodans,New,₹100 for one,"Biryani, Kerala, Beverages"
596,https://www.zomato.com/bangalore/randhan-a-bandhan-1-wilson-garden-bangalore/order,Randhan - A -  Bandhan,3.1,₹100 for one,"Bengali, Mughlai, North Indian, Chinese, Rolls, Desserts"
597,https://www.zomato.com/bangalore/biryani-rooh-e-khaas-koramangala-7th-block-bangalore/order,Biryani Rooh-e-Khaas,3.2,₹100 for one,"Biryani, Mughlai, Desserts"
598,https://www.zomato.com/bangalore/flavourboxx-rajajinagar-bangalore/order,Flavourboxx,3.3,₹100 for one,North Indian
599,https://www.zomato.com/bangalore/parijata-pure-veg-richmond-town-bangalore/order,Parijata Pure Veg,-,₹100 for one,"South Indian, Street Food, Beverages"
600,https://www.zomato.com/bangalore/shaaz-biriyani-seshadripuram-bangalore/order,Shaaz Biriyani,3.4,₹150 for one,"Biryani, North Indian"
601,https://www.zomato.com/bangalore/harir-kotha-wilson-garden-bangalore/order,Hari'r Kotha,-,₹150 for one,"Bengali, North Indian, Chinese, Biryani"
602,https://www.zomato.com/bangalore/hotel-prashanth-city-market-bangalore/order,Hotel Prashanth,-,₹150 for one,Mughlai
603,https://www.zomato.com/bangalore/chamudeshwari-bhavan-majestic-bangalore/order,Chamudeshwari Bhavan,-,₹150 for one,"North Indian, South Indian, Chinese"
604,https://www.zomato.com/bangalore/kenz-karam-frazer-town-bangalore/order,Kenz Karam,4.7,₹150 for one,Bakery
605,https://www.zomato.com/bangalore/ganache-the-ritz-carlton-residency-road/order,Ganache - The Ritz-Carlton,-,₹150 for one,"Ice Cream, Bakery, Fast Food, Tea, Beverages"
606,https://www.zomato.com/bangalore/bo-jan-deliciously-desi-btm-bangalore/order,Bo & Jan - Deliciously Desi,3.4,₹150 for one,"North Indian, Fast Food"
607,https://www.zomato.com/bangalore/donne-biryani-adda-indiranagar-bangalore/order,Donne Biryani Adda ,3.4,₹150 for one,"Biryani, South Indian"
608,https://www.zomato.com/bangalore/slv-grand-brigade-road-bangalore/order,SLV Grand,3.3,₹150 for one,"South Indian, North Indian, Chinese, Desserts, Beverages"
609,https://www.zomato.com/bangalore/tapas-hideout-indiranagar-bangalore/order,Tapas Hideout,3.7,₹150 for one,"Cafe, Rolls, Fast Food, North Indian, Beverages"
610,https://www.zomato.com/bangalore/bengaluru-donne-biriyani-katte-majestic-bangalore/order,Bengaluru Donne Biriyani Katte,3.7,₹150 for one,South Indian
611,https://www.zomato.com/bangalore/cafe-felix-mg-road-bangalore/order,Cafe Felix,3.6,₹150 for one,"American, Italian, Continental, Desserts, Beverages, Bar Food"
612,https://www.zomato.com/bangalore/the-biere-club-lavelle-road-bangalore/order,The Biere Club,3.9,₹400 for one,"Finger Food, Continental, Fast Food, North Indian, Italian, Beverages"
613,https://www.zomato.com/bangalore/feast-india-co-cunningham-road-bangalore/order,Feast India Co.,4.3,₹400 for one,"Awadhi, Bengali, North Indian"
614,https://www.zomato.com/bangalore/world-on-a-plate-citrine-hotel-seshadripuram-bangalore/order,World On A Plate - Citrine Hotel,3.9,₹400 for one,"Continental, Mexican, Italian, Chinese, North Indian, Desserts"
615,https://www.zomato.com/bangalore/cooke-co-frazer-town-bangalore/order,Cooke & Co.,New,₹400 for one,"South Indian, North Indian"
616,https://www.zomato.com/bangalore/euro-trip-st-marks-road-bangalore/order,Euro Trip,New,₹400 for one,Italian
617,https://www.zomato.com/bangalore/a1-juice-junction-indiranagar-bangalore/order,A1 Juice Junction,New,₹400 for one,"Sandwich, Beverages, Juices"
618,https://www.zomato.com/bangalore/sri-vinayaka-naidu-hotel-malleshwaram-bangalore/order,Sri Vinayaka Naidu Hotel,-,₹400 for one,"South Indian, Chinese"
619,https://www.zomato.com/bangalore/new-ambur-special-dum-biryani-rajajinagar-bangalore/order,New Ambur Special Dum Biryani,-,₹400 for one,"Biryani, South Indian"
620,https://www.zomato.com/bangalore/chhotu-kolhapuri-1-rajajinagar-bangalore/order,Chhotu Kolhapuri,New,₹400 for one,"Fast Food, Street Food, Beverages"
621,https://www.zomato.com/bangalore/bobs-big-burger-wilson-garden-bangalore/order,Bob's Big Burger,New,₹400 for one,"Burger, Fast Food"
622,https://www.zomato.com/bangalore/sattuani-st-marks-road-bangalore/order,Sattuani,3.3,₹400 for one,"Fast Food, Street Food"
623,https://www.zomato.com/bangalore/rgs-ice-berg-ice-creams-rajajinagar-bangalore/order,RG's Ice Berg Ice-Creams,4.1,₹400 for one,"Ice Cream, Desserts, Beverages"
624,https://www.zomato.com/bangalore/provenance-2-lavelle-road-bangalore/order,Provenance,-,₹250 for one,"Cafe, Bakery, Desserts, Beverages"
625,https://www.zomato.com/bangalore/swaad-bhara-rasoee-ulsoor-bangalore/order,Swaad Bhara Rasoee,3.9,₹250 for one,South Indian
626,https://www.zomato.com/bangalore/say-cheese-pizza-1-koramangala-6th-block-bangalore/order,Say Cheese! Pizza,3.9,₹250 for one,"Pizza, Pasta, Fast Food"
627,https://www.zomato.com/bangalore/trattoria-by-toscano-jayanagar-bangalore/order,Trattoria By Toscano,3.6,₹250 for one,"Italian, Continental, Healthy Food, Desserts, Salad"
628,https://www.zomato.com/bangalore/deli2go-lavelle-road-bangalore/order,Deli2Go,3.9,₹250 for one,"Beverages, South Indian, Fast Food"
629,https://www.zomato.com/bangalore/90s-kid-ejipura-bangalore/order,90's Kid ,-,₹250 for one,"Beverages, Fast Food"
630,https://www.zomato.com/bangalore/maggies-kitchen-koramangala-5th-block-bangalore/order,Maggie's Kitchen,3.9,₹250 for one,"Street Food, Desserts"
631,https://www.zomato.com/bangalore/pastawallah-koramangala-5th-block-bangalore/order,Pastawallah,3.0,₹250 for one,"Pasta, Desserts"
632,https://www.zomato.com/bangalore/tea-time-cafe-1-btm-bangalore/order,Tea Time Cafe,-,₹250 for one,"South Indian, Beverages"
633,https://www.zomato.com/bangalore/sri-lakshmi-janardhana-iyengar-bakery-basaveshwara-nagar-bangalore/order,Sri Lakshmi Janardhana Iyengar Bakery,-,₹250 for one,"Bakery, Desserts"
634,https://www.zomato.com/bangalore/drip-the-cafe-bar-indiranagar-bangalore/order,Drip The Cafe Bar,-,₹250 for one,"Beverages, Fast Food, North Indian, Juices"
635,https://www.zomato.com/bangalore/inox-brigade-road-bangalore/order,INOX,-,₹250 for one,"Fast Food, Street Food"
636,https://www.zomato.com/bangalore/the-snackstop-eswaris-homemade-snacks-indiranagar-bangalore/order,The Snackstop - Eswaris Homemade Snacks,3.9,₹150 for one,"Street Food, Mithai"
637,https://www.zomato.com/bangalore/baha-smoothie-basavanagudi-bangalore/order,Baha Smoothie,3.9,₹150 for one,Beverages
638,https://www.zomato.com/bangalore/new-sher-e-punjab-hotel-city-market-bangalore/order,New Sher-E- Punjab Hotel,3.5,₹150 for one,North Indian
639,https://www.zomato.com/bangalore/bikaner-sweets-magadi-road-bangalore/order,Bikaner Sweets,-,₹150 for one,"Mithai, Street Food"
640,https://www.zomato.com/bangalore/slv-delite-majestic/order,SLV Delite,-,₹150 for one,"South Indian, North Indian"
641,https://www.zomato.com/bangalore/simply-veg-jayanagar-bangalore/order,Simply Veg,3.9,₹150 for one,"North Indian, Chinese, South Indian, Fast Food, Desserts, Beverages"
642,https://www.zomato.com/bangalore/mccafe-by-mcdonalds-indiranagar-bangalore/order,McCafe by McDonald's,3.9,₹150 for one,"Coffee, Desserts, Beverages, Fast Food"
643,https://www.zomato.com/bangalore/30-square-koramangala-5th-block/order,30 Square,3.5,₹150 for one,"Tibetan, Nepalese, Momos"
644,https://www.zomato.com/bangalore/puppys-gastronomy-vasanth-nagar-bangalore/order,Puppy's Gastronomy,-,₹150 for one,"Continental, Fast Food, Beverages, Desserts"
645,https://www.zomato.com/bangalore/chaitanya-veg-shivajinagar/order,Chaitanya Veg,3.5,₹150 for one,South Indian
646,https://www.zomato.com/bangalore/savera-cafe-shivajinagar/order,Savera Cafe,3.6,₹150 for one,"Fast Food, Tea, Beverages"
647,https://www.zomato.com/bangalore/nammane-biryani-1-rajajinagar-bangalore/order,Nammane Biryani,3.7,₹150 for one,"Biryani, Chinese, Kebab"
648,https://www.zomato.com/bangalore/sri-ganesha-fruit-juice-centre-domlur/order,Sri Ganesha Fruit Juice Centre,4.0,₹50 for one,"Beverages, Juices"
649,https://www.zomato.com/bangalore/karthik-combo-chicken-biryani-and-rolls-indiranagar-bangalore/order,Karthik Combo Chicken Biryani And Rolls,New,₹50 for one,"Biryani, Rolls, Chinese"
650,https://www.zomato.com/bangalore/combo-factory-ulsoor-bangalore/order,Combo Factory,3.1,₹50 for one,"North Indian, Chinese, Biryani, Rolls"
651,https://www.zomato.com/bangalore/rabdiwala-the-kulfi-man-city-market-bangalore/order,Rabdiwala -The Kulfi Man,-,₹50 for one,Desserts
652,https://www.zomato.com/bangalore/bhaijans-biryani-koramangala-7th-block-bangalore/order,Bhaijan's Biryani,2.9,₹50 for one,"Biryani, North Indian, Beverages"
653,https://www.zomato.com/bangalore/samosa-wala-ejipura-bangalore/order,Samosa Wala,-,₹50 for one,Street Food
654,https://www.zomato.com/bangalore/top-biryani-shanti-nagar-bangalore/order,Top Biryani,-,₹50 for one,"Biryani, South Indian, Desserts"
655,https://www.zomato.com/bangalore/chinese-bowl-1-koramangala-5th-block-bangalore/order,Chinese Bowl,New,₹50 for one,"Chinese, Seafood"
656,https://www.zomato.com/bangalore/rss-veg-non-veg-hotel-brigade-road-bangalore/order,RSS Veg & Non Veg Hotel,New,₹50 for one,"South Indian, Chinese"
657,https://www.zomato.com/bangalore/kekiz-the-cake-shop-2-malleshwaram-bangalore/order,Kekiz The Cake Shop,3.9,₹50 for one,Bakery
658,https://www.zomato.com/bangalore/bmd-burgers-melts-dogs-cunningham-road-bangalore/order,BMD Burgers-Melts-Dogs,3.8,₹50 for one,"Burger, Sandwich, Hot dogs"
659,https://www.zomato.com/bangalore/annapurna-majestic-bangalore/order,Annapurna,3.6,₹50 for one,"South Indian, Sandwich"
660,https://www.zomato.com/bangalore/punjabi-bowl-basavanagudi-bangalore/order,Punjabi Bowl,3.1,₹250 for one,"North Indian, Chinese, Pizza, Beverages"
661,https://www.zomato.com/bangalore/kamat-hotel-basavanagudi-bangalore/order,Kamat Hotel,-,₹250 for one,"South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages"
662,https://www.zomato.com/bangalore/gajanand-sweets-city-market-bangalore/order,Gajanand Sweets,-,₹250 for one,"Desserts, Mithai, Street Food"
663,https://www.zomato.com/bangalore/kentacky-andhra-style-restaurant-richmond-road-bangalore/order,Kentacky Andhra Style Restaurant,-,₹250 for one,"North Indian, South Indian, Chinese, Mughlai, Andhra, Seafood"
664,https://www.zomato.com/bangalore/suravi-veg-kitchen-cunningham-road-bangalore/order,Suravi Veg Kitchen,-,₹250 for one,"South Indian, Chinese, North Indian"
665,https://www.zomato.com/bangalore/the-royal-biryani-story-koramangala-7th-block-bangalore/order,The ROYAL BIRYANI STORY,3.6,₹250 for one,Biryani
666,https://www.zomato.com/bangalore/gourmet-ice-cream-cakes-by-baskin-robbins-vasanth-nagar-bangalore/order,Gourmet Ice Cream Cakes by Baskin Robbins,-,₹250 for one,"Desserts, Bakery, Ice Cream"
667,https://www.zomato.com/bangalore/biryani-khazana-koramangala-5th-block-bangalore/order,Biryani Khazana,3.2,₹250 for one,"Biryani, Desserts"
668,https://www.zomato.com/bangalore/lakshmi-juice-centre-1-seshadripuram-bangalore/order,Lakshmi Juice Centre,New,₹250 for one,"Beverages, Juices, Ice Cream"
669,https://www.zomato.com/bangalore/cake-eggless-indiranagar-bangalore/order,Cake Eggless,4.0,₹250 for one,Bakery
670,https://www.zomato.com/bangalore/the-studio-cafe-jayanagar-bangalore/order,The Studio Cafe,-,₹250 for one,Cafe
671,https://www.zomato.com/bangalore/maison-du-brownie-and-cheese-cake-1-indiranagar-bangalore/order,Maison Du Brownie And Cheese Cake,New,₹250 for one,"Desserts, Bakery, Beverages"
672,https://www.zomato.com/bangalore/sree-annapurneshwari-hotel-basaveshwara-nagar-bangalore/order,Sree Annapurneshwari Hotel,New,₹50 for one,"Fast Food, South Indian, Chinese"
673,https://www.zomato.com/bangalore/kairos-kitchen-frazer-town-bangalore/order,Kairos Kitchen,New,₹50 for one,"Biryani, North Indian"
674,https://www.zomato.com/bangalore/cafe-idly-frazer-town/order,Cafe Idly,4.1,₹50 for one,"South Indian, Fast Food, Beverages"
675,https://www.zomato.com/bangalore/barista-1-langford-town-bangalore/order,Barista,3.3,₹50 for one,"Coffee, Tea, Fast Food, Desserts, Beverages"
676,https://www.zomato.com/bangalore/icebreakers-koramangala-6th-block/order,IceBreakers,3.8,₹50 for one,"Desserts, Ice Cream, Beverages"
677,https://www.zomato.com/bangalore/kundapura-juice-cafe-indiranagar-bangalore/order,Kundapura Juice Cafe,-,₹50 for one,"Beverages, Juices, Fast Food"
678,https://www.zomato.com/bangalore/bumblebee-brauhaus-indiranagar-bangalore/order,BumbleBee Brauhaus,3.4,₹50 for one,"German, Continental, North Indian, Desserts, Chinese"
679,https://www.zomato.com/bangalore/al-zaika-restaurant-shivajinagar-bangalore/order,AL Zaika Restaurant,3.9,₹50 for one,"Biryani, Chinese, Beverages, Fast Food, North Indian, Mughlai, Street Food, Ice Cream"
680,https://www.zomato.com/bangalore/mane-biriyani-jayanagar-bangalore/order,Mane Biriyani ,New,₹50 for one,"South Indian, Biryani"
681,https://www.zomato.com/bangalore/olive-cafe-koramangala-7th-block-bangalore/order,Olive Cafe ,New,₹50 for one,"Kerala, South Indian, Beverages, Chinese"
682,https://www.zomato.com/bangalore/meal-studio-rajajinagar-bangalore/order,Meal Studio,4.1,₹50 for one,North Indian
683,https://www.zomato.com/bangalore/hotel-malabar-palace-seshadripuram-bangalore/order,Hotel Malabar Palace,-,₹50 for one,"Chinese, South Indian, North Indian, Biryani, Beverages"
684,https://www.zomato.com/bangalore/reez-restaurant-shivajinagar-bangalore/order,Reez Restaurant,3.8,₹150 for one,"North Indian, Chinese, Mughlai, Rolls"
685,https://www.zomato.com/bangalore/purani-dehli-1-malleshwaram-bangalore/order,Purani Dehli,-,₹150 for one,"North Indian, Street Food"
686,https://www.zomato.com/bangalore/kava-fairfield-by-marriott-rajajinagar-bangalore/order,Kava - Fairfield By Marriott,3.1,₹150 for one,"North Indian, South Indian, Continental"
687,https://www.zomato.com/bangalore/midnight-pizza-and-food-indiranagar-bangalore/order,Midnight Pizza And Food,3.5,₹150 for one,"Pizza, North Indian"
688,https://www.zomato.com/bangalore/robin-brown-ice-cream-shivajinagar-bangalore/order,Robin Brown Ice Cream,4.0,₹150 for one,"Ice Cream, Desserts, Beverages"
689,https://www.zomato.com/bangalore/chai-samosa-point-the-desi-cafe-ejipura-bangalore/order,Chai Samosa Point-The Desi Cafe,-,₹150 for one,Street Food
690,https://www.zomato.com/bangalore/the-momo-co-koramangala-7th-block-bangalore/order,The Momo Co.,3.6,₹150 for one,"Momos, Chinese, Asian, Fast Food"
691,https://www.zomato.com/bangalore/mm-hotel-rajajinagar-bangalore/order,MM Hotel ,-,₹150 for one,"North Indian, Chinese, Momos"
692,https://www.zomato.com/bangalore/kg-lekka-koramangala-5th-block-bangalore/order,KG Lekka,New,₹150 for one,"Biryani, Andhra"
693,https://www.zomato.com/bangalore/lemon-grass-1-ulsoor-bangalore/order,Lemon Grass,New,₹150 for one,South Indian
694,https://www.zomato.com/bangalore/pure-punjabi-dhaba-st-marks-road-bangalore/order,Pure Punjabi Dhaba,New,₹150 for one,"Rajasthani, North Indian, Street Food"
695,https://www.zomato.com/bangalore/chung-wah-express-1-brigade-road-bangalore/order,Chung Wah Express,4.0,₹150 for one,"Chinese, Thai"
696,https://www.zomato.com/bangalore/the-taj-hotel-1-city-market-bangalore/order,The Taj Hotel,3.6,₹150 for one,"North Indian, Chinese"
697,https://www.zomato.com/bangalore/cafe-moshi-koramangala-5th-block-bangalore/order,Cafe Moshi,-,₹150 for one,"Continental, Italian, Sandwich, Salad, Fast Food, Beverages"
698,https://www.zomato.com/bangalore/chai-sutta-bar-basavanagudi-bangalore/order,Chai Sutta Bar,-,₹150 for one,"Burger, Sandwich, Italian, Beverages, Fast Food"
699,https://www.zomato.com/bangalore/pockets-and-bowls-koramangala-7th-block-bangalore/order,Pockets And Bowls,-,₹150 for one,Burmese
700,https://www.zomato.com/bangalore/hook-hap-indiranagar-bangalore/order,Hook Hap,-,₹150 for one,"Continental, Chinese, Fast Food, Beverages"
701,https://www.zomato.com/bangalore/knead-o-breads-koramangala-8th-block-bangalore/order,Knead-O Breads,-,₹150 for one,Bakery
702,https://www.zomato.com/bangalore/rj-14-kitchen-rajajinagar-bangalore/order,RJ 14 Kitchen,3.7,₹150 for one,"Rajasthani, North Indian"
703,https://www.zomato.com/bangalore/madly-coastal-indiranagar-bangalore/order,Madly Coastal,3.9,₹150 for one,"Mangalorean, South Indian, Konkan, Kerala"
704,https://www.zomato.com/bangalore/cool-town-richmond-road-bangalore/order,Cool Town,3.5,₹150 for one,"Beverages, Desserts, Street Food, Ice Cream, Juices"
705,https://www.zomato.com/bangalore/snacks-king-airport-road-bangalore/order,Snacks King,3.6,₹150 for one,Street Food
706,https://www.zomato.com/bangalore/toscanos-crafted-cakes-desserts-lavelle-road-bangalore/order,Toscano's Crafted Cakes & Desserts,3.9,₹150 for one,"Desserts, Bakery"
707,https://www.zomato.com/bangalore/lassi-shop-and-cafe-basavanagudi-bangalore/order,Lassi Shop And Cafe,-,₹150 for one,"Beverages, Ice Cream"
708,https://www.zomato.com/bangalore/the-blue-bawarchi-restaurant-indiranagar-bangalore/order,The Blue Bawarchi Restaurant,-,₹100 for one,"Odia, Bengali, North Indian, Chinese, Biryani"
709,https://www.zomato.com/bangalore/fuga-restaurant-cafe-lounge-residency-road-bangalore/order, Fuga Restaurant & Cafe Lounge,-,₹100 for one,"North Indian, Chinese, Fast Food, Beverages"
710,https://www.zomato.com/bangalore/bangalore-dessert-company-btm-bangalore/order,Bangalore Dessert Company,New,₹100 for one,"Ice Cream, Desserts, Beverages"
711,https://www.zomato.com/bangalore/kanik-sweets-ulsoor-bangalore/order,Kanik Sweets,-,₹100 for one,"Mithai, Street Food"
